benchmark,config,avg_sim
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.DropLast.smt2,,12.9
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.EqualExtensionality.smt2,,12.89
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.Filter.smt2,,12.41
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.Flatten.smt2,,14.13
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.FlattenIndex.smt2,,12.92
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.FlattenIndexInBounds.smt2,,13.95
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.FlattenIndexIsCorrect.smt2,,12.83
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.FlattenLength.smt2,,12.87
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.FlattenLengthSubSeq.smt2,,12.84
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.FlattenShape.smt2,,12.78
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.FlattenUnflattenIdentity.smt2,,13.14
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.FoldFromRight.smt2,,12.31
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.FoldLeft.smt2,,13.17
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.FoldRight.smt2,,13.41
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.IndexOf.smt2,,12.93
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.Insert.smt2,,12.98
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.InsertMultiset.smt2,,12.75
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.IsPrefix.smt2,,12.83
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.IsSuffix.smt2,,12.74
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.Last.smt2,,12.9
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.NoDupes.smt2,,12.63
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.Range.smt2,,12.88
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.Replace1with2.smt2,,12.83
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.SeqIndex.smt2,,14.15
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.SeqIndexIterate.smt2,,12.62
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.SeqIndexUpdate.smt2,,12.21
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.SeqOfLength.smt2,,12.59
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.UnflattenFlattenIdentity.smt2,,12.25
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.UnflattenIndex.smt2,,13.08
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.UnflattenIndexInBounds.smt2,,13.95
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.UnflattenIndexIsCorrect.smt2,,13.08
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.UnflattenIndexOrdering.smt2,,12.79
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.Unzip.smt2,,12.72
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.UnzipOfZip.smt2,,12.63
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.Zip.smt2,,13.41
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.ZipOfUnzip.smt2,,14.05
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.concat.smt2,,12.59
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.concat3.smt2,,13.61
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.concatSeq.smt2,,12.89
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.fill.smt2,,12.59
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.insert.smt2,,12.85
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.lemma__array__slice__slice.smt2,,13.63
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.lemma__array__suffix__slice.smt2,,12.39
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.lemma__concatSeqLen__ge__elemLen.smt2,,12.58
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.lemma__concatSeqLen__le__mul.smt2,,12.58
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.lemma__seq__extensionality.smt2,,12.89
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.lemma__seq__extensionality__slice.smt2,,12.9
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.lemma__seq__slice__slice.smt2,,12.38
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.lemma__seq__slice__suffix.smt2,,13.05
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.lemma__seq__suffix__slice.smt2,,13.05
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.remove.smt2,,12.73
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.replace1with2.smt2,,12.94
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.replace2with1.smt2,,12.85
d_fvbkv/lib-Base-sequences.i.dfy.CheckWellformed__Sequences.__default.sum__slice__second.smt2,,12.84
d_fvbkv/lib-Base-sequences.i.dfy.Impl__Sequences.__default.CardinalityOfSetsOfSequenceIndices.smt2,,12.88
d_fvbkv/lib-Base-sequences.i.dfy.Impl__Sequences.__default.DisjointConcatenation.smt2,,13.16
d_fvbkv/lib-Base-sequences.i.dfy.Impl__Sequences.__default.EqualExtensionality.smt2,,13.11
d_fvbkv/lib-Base-sequences.i.dfy.Impl__Sequences.__default.FlattenAdditive.smt2,,12.86
d_fvbkv/lib-Base-sequences.i.dfy.Impl__Sequences.__default.FlattenIndexInBounds.smt2,,13.05
d_fvbkv/lib-Base-sequences.i.dfy.Impl__Sequences.__default.FlattenIndexIsCorrect.smt2,,12.99
d_fvbkv/lib-Base-sequences.i.dfy.Impl__Sequences.__default.FlattenLengthAdditive.smt2,,13.3
d_fvbkv/lib-Base-sequences.i.dfy.Impl__Sequences.__default.FlattenLengthSubSeq.smt2,,12.79
d_fvbkv/lib-Base-sequences.i.dfy.Impl__Sequences.__default.FlattenShapeAdditive.smt2,,12.45
d_fvbkv/lib-Base-sequences.i.dfy.Impl__Sequences.__default.FlattenSingleton.smt2,,12.81
d_fvbkv/lib-Base-sequences.i.dfy.Impl__Sequences.__default.FlattenUnflattenIdentity.smt2,,13.83
d_fvbkv/lib-Base-sequences.i.dfy.Impl__Sequences.__default.Insert.smt2,,12.89
d_fvbkv/lib-Base-sequences.i.dfy.Impl__Sequences.__default.InsertMultiset.smt2,,12.91
d_fvbkv/lib-Base-sequences.i.dfy.Impl__Sequences.__default.NoDupesMultiset.smt2,,13.16
d_fvbkv/lib-Base-sequences.i.dfy.Impl__Sequences.__default.NoDupesSetCardinality.smt2,,12.65
d_fvbkv/lib-Base-sequences.i.dfy.Impl__Sequences.__default.Replace1with2.smt2,,13.24
d_fvbkv/lib-Base-sequences.i.dfy.Impl__Sequences.__default.SetCardinality.smt2,,13.13
d_fvbkv/lib-Base-sequences.i.dfy.Impl__Sequences.__default.SetCardinality0.smt2,,12.58
d_fvbkv/lib-Base-sequences.i.dfy.Impl__Sequences.__default.UnflattenFlattenIdentity.smt2,,12.75
d_fvbkv/lib-Base-sequences.i.dfy.Impl__Sequences.__default.UnflattenIndexInBounds.smt2,,12.53
d_fvbkv/lib-Base-sequences.i.dfy.Impl__Sequences.__default.UnflattenIndexIsCorrect.smt2,,12.95
d_fvbkv/lib-Base-sequences.i.dfy.Impl__Sequences.__default.UnflattenIndexOrdering.smt2,,13.22
d_fvbkv/lib-Base-sequences.i.dfy.Impl__Sequences.__default.UnzipOfZip.smt2,,14.06
d_fvbkv/lib-Base-sequences.i.dfy.Impl__Sequences.__default.ZipOfUnzip.smt2,,12.51
d_fvbkv/lib-Base-sequences.i.dfy.Impl__Sequences.__default.concatSeqAdditive.smt2,,13.5
d_fvbkv/lib-Base-sequences.i.dfy.Impl__Sequences.__default.lemma__array__slice__slice.smt2,,12.97
d_fvbkv/lib-Base-sequences.i.dfy.Impl__Sequences.__default.lemma__array__suffix__slice.smt2,,12.92
d_fvbkv/lib-Base-sequences.i.dfy.Impl__Sequences.__default.lemma__concatSeqLen__ge__elemLen.smt2,,12.65
d_fvbkv/lib-Base-sequences.i.dfy.Impl__Sequences.__default.lemma__concatSeqLen__le__mul.smt2,,12.27
d_fvbkv/lib-Base-sequences.i.dfy.Impl__Sequences.__default.lemma__seq__extensionality.smt2,,13.11
d_fvbkv/lib-Base-sequences.i.dfy.Impl__Sequences.__default.lemma__seq__extensionality__slice.smt2,,12.9
d_fvbkv/lib-Base-sequences.i.dfy.Impl__Sequences.__default.lemma__seq__slice__slice.smt2,,12.44
d_fvbkv/lib-Base-sequences.i.dfy.Impl__Sequences.__default.lemma__seq__slice__suffix.smt2,,12.91
d_fvbkv/lib-Base-sequences.i.dfy.Impl__Sequences.__default.lemma__seq__suffix__slice.smt2,,12.91
d_fvbkv/lib-Base-sequences.i.dfy.Impl__Sequences.__default.sum__slice__second.smt2,,12.9
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Byte__Order.__default.IndexOfFirstGt.smt2,,19.14
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Byte__Order.__default.IndexOfFirstGte.smt2,,19.15
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Byte__Order.__default.MapPivotedUnion.smt2,,19.36
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Byte__Order.__default.PosEqLargestLteForAllElts.smt2,,19.53
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Byte__Order.__default.SomeElement.smt2,,19.81
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Byte__Order.__default.SortedAugment.smt2,,19.52
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Byte__Order.__default.StrictlySortedAugment.smt2,,19.52
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Byte__Order.__default.lte.smt2,,19.54
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Byte__Order.__default.strictlySortedInsert.smt2,,19.75
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Byte__Order.__default.strictlySortedInsert2.smt2,,20.39
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Char__Order.__default.IndexOfFirstGt.smt2,,17.84
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Char__Order.__default.IndexOfFirstGte.smt2,,17.84
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Char__Order.__default.MapPivotedUnion.smt2,,19.15
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Char__Order.__default.PosEqLargestLteForAllElts.smt2,,18.89
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Char__Order.__default.SortedAugment.smt2,,18.9
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Char__Order.__default.StrictlySortedAugment.smt2,,18.9
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Char__Order.__default.lte.smt2,,19.0
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Char__Order.__default.strictlySortedInsert.smt2,,19.41
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Char__Order.__default.strictlySortedInsert2.smt2,,19.14
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Integer__Order.__default.IndexOfFirstGt.smt2,,19.3
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Integer__Order.__default.IndexOfFirstGte.smt2,,19.3
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Integer__Order.__default.MapPivotedUnion.smt2,,20.31
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Integer__Order.__default.PosEqLargestLteForAllElts.smt2,,19.26
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Integer__Order.__default.SortedAugment.smt2,,19.27
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Integer__Order.__default.StrictlySortedAugment.smt2,,19.27
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Integer__Order.__default.lte.smt2,,19.0
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Integer__Order.__default.strictlySortedInsert.smt2,,19.84
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Integer__Order.__default.strictlySortedInsert2.smt2,,19.53
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Lexicographic__Byte__Order.__default.IndexOfFirstGt.smt2,,24.99
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Lexicographic__Byte__Order.__default.IndexOfFirstGte.smt2,,24.99
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Lexicographic__Byte__Order.__default.MapPivotedUnion.smt2,,23.63
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Lexicographic__Byte__Order.__default.PosEqLargestLteForAllElts.smt2,,22.75
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Lexicographic__Byte__Order.__default.SortedAugment.smt2,,22.75
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Lexicographic__Byte__Order.__default.StrictlySortedAugment.smt2,,22.77
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Lexicographic__Byte__Order.__default.lte.smt2,,23.29
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Lexicographic__Byte__Order.__default.ltedef.smt2,,22.72
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Lexicographic__Byte__Order.__default.strictlySortedInsert.smt2,,26.05
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Lexicographic__Byte__Order.__default.strictlySortedInsert2.smt2,,26.7
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Total__Order.__default.FlattenStrictlySorted.smt2,,10.93
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Total__Order.__default.IndexOfFirstGt.smt2,,11.5
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Total__Order.__default.IndexOfFirstGtIsUnique.smt2,,10.9
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Total__Order.__default.IndexOfFirstGte.smt2,,11.5
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Total__Order.__default.IndexOfFirstGteIsUnique.smt2,,10.9
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Total__Order.__default.IsStrictlySortedImpliesLt.smt2,,10.93
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Total__Order.__default.IsStrictlySortedImpliesLtIndices.smt2,,11.02
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Total__Order.__default.LargestLt.smt2,,10.92
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Total__Order.__default.LargestLtIsUnique.smt2,,10.84
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Total__Order.__default.LargestLte.smt2,,10.92
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Total__Order.__default.LargestLteIsUnique.smt2,,10.84
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Total__Order.__default.LargestLteIsUnique2.smt2,,10.9
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Total__Order.__default.LargestLteSubsequence.smt2,,10.73
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Total__Order.__default.MapPivotedUnion.smt2,,10.79
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Total__Order.__default.MapSuccessor.smt2,,11.24
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Total__Order.__default.NotMinimum.smt2,,11.66
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Total__Order.__default.PosEqLargestLte.smt2,,11.2
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Total__Order.__default.PosEqLargestLteForAllElts.smt2,,10.87
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Total__Order.__default.SeqSuccessor.smt2,,11.54
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Total__Order.__default.SetAllLt.smt2,,11.48
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Total__Order.__default.SetAllLte.smt2,,11.48
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Total__Order.__default.SetSuccessor.smt2,,11.04
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Total__Order.__default.SortedAugment.smt2,,11.67
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Total__Order.__default.SortedSeqForMap.smt2,,10.78
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Total__Order.__default.StrictlySortedAugment.smt2,,11.67
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Total__Order.__default.binarySearchIndexOfFirstKeyGt.smt2,,11.05
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Total__Order.__default.binarySearchIndexOfFirstKeyGtIter.smt2,,12.15
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Total__Order.__default.binarySearchIndexOfFirstKeyGte.smt2,,11.05
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Total__Order.__default.binarySearchIndexOfFirstKeyGteIter.smt2,,12.15
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Total__Order.__default.lte.smt2,,11.22
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Total__Order.__default.maximum.smt2,,10.84
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Total__Order.__default.maximumOpt.smt2,,11.47
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Total__Order.__default.minimum.smt2,,10.84
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Total__Order.__default.minimumOpt.smt2,,11.47
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Total__Order.__default.strictlySortedInsert.smt2,,11.49
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Total__Order.__default.strictlySortedInsert2.smt2,,11.93
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Total__Preorder.__default.IsSorted.smt2,,14.33
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Total__Preorder.__default.IsSortedImpliesLte.smt2,,14.25
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Total__Preorder.__default.IsStrictlySorted.smt2,,15.39
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Total__Preorder.__default.IsStrictlySortedImpliesLte.smt2,,14.25
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Total__Preorder.__default.IsStrictlySortedInternal.smt2,,14.32
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Total__Preorder.__default.Max.smt2,,14.38
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Total__Preorder.__default.Min.smt2,,14.38
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Total__Preorder.__default.SortedAugment.smt2,,14.56
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Total__Preorder.__default.SortedSubsequence.smt2,,14.25
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Total__Preorder.__default.StrictlySortedSubsequence.smt2,,14.25
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Total__Preorder.__default.lt.smt2,,14.38
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Total__Preorder.__default.lte.smt2,,14.01
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Uint32__Order.__default.IndexOfFirstGt.smt2,,19.16
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Uint32__Order.__default.IndexOfFirstGte.smt2,,19.16
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Uint32__Order.__default.MapPivotedUnion.smt2,,19.19
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Uint32__Order.__default.PosEqLargestLteForAllElts.smt2,,19.97
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Uint32__Order.__default.SomeElement.smt2,,19.3
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Uint32__Order.__default.SortedAugment.smt2,,19.96
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Uint32__Order.__default.StrictlySortedAugment.smt2,,19.96
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Uint32__Order.__default.lte.smt2,,19.19
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Uint32__Order.__default.strictlySortedInsert.smt2,,20.57
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Uint32__Order.__default.strictlySortedInsert2.smt2,,20.01
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Uint64__Order.__default.IndexOfFirstGt.smt2,,19.16
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Uint64__Order.__default.IndexOfFirstGte.smt2,,19.16
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Uint64__Order.__default.MapPivotedUnion.smt2,,19.19
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Uint64__Order.__default.PosEqLargestLteForAllElts.smt2,,20.02
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Uint64__Order.__default.SomeElement.smt2,,19.29
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Uint64__Order.__default.SortedAugment.smt2,,20.01
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Uint64__Order.__default.StrictlySortedAugment.smt2,,20.01
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Uint64__Order.__default.lte.smt2,,19.19
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Uint64__Order.__default.strictlySortedInsert.smt2,,20.61
d_fvbkv/lib-Base-total_order.i.dfy.CheckWellformed__Uint64__Order.__default.strictlySortedInsert2.smt2,,19.98
d_fvbkv/lib-Base-total_order.i.dfy.Impl__Byte__Order.__default.FlattenStrictlySorted.smt2,,20.35
d_fvbkv/lib-Base-total_order.i.dfy.Impl__Byte__Order.__default.IndexOfFirstGtIsUnique.smt2,,19.57
d_fvbkv/lib-Base-total_order.i.dfy.Impl__Byte__Order.__default.IndexOfFirstGteIsUnique.smt2,,19.57
d_fvbkv/lib-Base-total_order.i.dfy.Impl__Byte__Order.__default.IsNotMinimum.smt2,,19.85
d_fvbkv/lib-Base-total_order.i.dfy.Impl__Byte__Order.__default.IsSortedImpliesLte.smt2,,19.57
d_fvbkv/lib-Base-total_order.i.dfy.Impl__Byte__Order.__default.IsStrictlySortedImpliesIsSorted.smt2,,19.62
d_fvbkv/lib-Base-total_order.i.dfy.Impl__Byte__Order.__default.IsStrictlySortedImpliesLt.smt2,,19.57
d_fvbkv/lib-Base-total_order.i.dfy.Impl__Byte__Order.__default.IsStrictlySortedImpliesLtIndices.smt2,,19.53
d_fvbkv/lib-Base-total_order.i.dfy.Impl__Byte__Order.__default.IsStrictlySortedImpliesLte.smt2,,19.57
d_fvbkv/lib-Base-total_order.i.dfy.Impl__Byte__Order.__default.LargestLtIsUnique.smt2,,19.8
d_fvbkv/lib-Base-total_order.i.dfy.Impl__Byte__Order.__default.LargestLteIsUnique.smt2,,19.8
d_fvbkv/lib-Base-total_order.i.dfy.Impl__Byte__Order.__default.LargestLteIsUnique2.smt2,,19.5
d_fvbkv/lib-Base-total_order.i.dfy.Impl__Byte__Order.__default.LargestLteSubsequence.smt2,,19.7
d_fvbkv/lib-Base-total_order.i.dfy.Impl__Byte__Order.__default.PosEqLargestLte.smt2,,19.57
d_fvbkv/lib-Base-total_order.i.dfy.Impl__Byte__Order.__default.PosEqLargestLteForAllElts.smt2,,19.84
d_fvbkv/lib-Base-total_order.i.dfy.Impl__Byte__Order.__default.SetLtLteTransitivity.smt2,,20.2
d_fvbkv/lib-Base-total_order.i.dfy.Impl__Byte__Order.__default.SmallerElement.smt2,,19.58
d_fvbkv/lib-Base-total_order.i.dfy.Impl__Byte__Order.__default.SortedAugment.smt2,,19.85
d_fvbkv/lib-Base-total_order.i.dfy.Impl__Byte__Order.__default.SortedSubsequence.smt2,,19.57
d_fvbkv/lib-Base-total_order.i.dfy.Impl__Byte__Order.__default.StrictlySortedAugment.smt2,,19.85
d_fvbkv/lib-Base-total_order.i.dfy.Impl__Byte__Order.__default.StrictlySortedEq.smt2,,19.64
d_fvbkv/lib-Base-total_order.i.dfy.Impl__Byte__Order.__default.StrictlySortedImpliesNoDupes.smt2,,19.62
d_fvbkv/lib-Base-total_order.i.dfy.Impl__Byte__Order.__default.StrictlySortedImpliesSorted.smt2,,19.94
d_fvbkv/lib-Base-total_order.i.dfy.Impl__Byte__Order.__default.StrictlySortedSubsequence.smt2,,19.57
d_fvbkv/lib-Base-total_order.i.dfy.Impl__Byte__Order.__default.strictlySortedInsert.smt2,,19.68
d_fvbkv/lib-Base-total_order.i.dfy.Impl__Byte__Order.__default.strictlySortedInsert2.smt2,,19.56
d_fvbkv/lib-Base-total_order.i.dfy.Impl__Byte__Order.__default.transitivity__le__le.smt2,,20.23
d_fvbkv/lib-Base-total_order.i.dfy.Impl__Byte__Order.__default.transitivity__le__lt.smt2,,19.81
d_fvbkv/lib-Base-total_order.i.dfy.Impl__Char__Order.__default.FlattenStrictlySorted.smt2,,19.48
d_fvbkv/lib-Base-total_order.i.dfy.Impl__Char__Order.__default.IndexOfFirstGtIsUnique.smt2,,18.99
d_fvbkv/lib-Base-total_order.i.dfy.Impl__Char__Order.__default.IndexOfFirstGteIsUnique.smt2,,18.99
d_fvbkv/lib-Base-total_order.i.dfy.Impl__Char__Order.__default.IsNotMinimum.smt2,,18.67
d_fvbkv/lib-Base-total_order.i.dfy.Impl__Char__Order.__default.IsSortedImpliesLte.smt2,,20.07
d_fvbkv/lib-Base-total_order.i.dfy.Impl__Char__Order.__default.IsStrictlySortedImpliesIsSorted.smt2,,20.12
d_fvbkv/lib-Base-total_order.i.dfy.Impl__Char__Order.__default.IsStrictlySortedImpliesLt.smt2,,18.93
d_fvbkv/lib-Base-total_order.i.dfy.Impl__Char__Order.__default.IsStrictlySortedImpliesLtIndices.smt2,,18.47
d_fvbkv/lib-Base-total_order.i.dfy.Impl__Char__Order.__default.IsStrictlySortedImpliesLte.smt2,,20.07
d_fvbkv/lib-Base-total_order.i.dfy.Impl__Char__Order.__default.LargestLtIsUnique.smt2,,19.5
d_fvbkv/lib-Base-total_order.i.dfy.Impl__Char__Order.__default.LargestLteIsUnique.smt2,,19.5
