benchmark,config,avg_sim
d_fvbkv/Impl-InsertImpl.i.dfy.Impl__InsertImpl.__default.insert.smt2,,0.12
d_fvbkv/Impl-InsertModel.i.dfy.CheckWellformed__InsertModel.__default.InsertKeyValue.smt2,,0.13
d_fvbkv/Impl-InsertModel.i.dfy.CheckWellformed__InsertModel.__default.InsertKeyValueCorrect.smt2,,0.13
d_fvbkv/Impl-InsertModel.i.dfy.CheckWellformed__InsertModel.__default.insert.smt2,,0.13
d_fvbkv/Impl-InsertModel.i.dfy.CheckWellformed__InsertModel.__default.insertCorrect.smt2,,0.13
d_fvbkv/Impl-InsertModel.i.dfy.Impl__InsertModel.__default.InsertKeyValueCorrect.smt2,,0.13
d_fvbkv/Impl-InsertModel.i.dfy.Impl__InsertModel.__default.insertCorrect.smt2,,0.13
d_fvbkv/Impl-JournalistImpl.i.dfy.CheckWellformed__JournalistImpl.Journalist.I.smt2,,0.41
d_fvbkv/Impl-JournalistImpl.i.dfy.CheckWellformed__JournalistImpl.Journalist.Inv.smt2,,0.41
d_fvbkv/Impl-JournalistImpl.i.dfy.CheckWellformed__JournalistImpl.Journalist.ReprInv.smt2,,0.41
d_fvbkv/Impl-JournalistImpl.i.dfy.CheckWellformed__JournalistImpl.Journalist.WF.smt2,,0.41
d_fvbkv/Impl-JournalistImpl.i.dfy.CheckWellformed__JournalistImpl.Journalist.__ctor.smt2,,0.41
d_fvbkv/Impl-JournalistImpl.i.dfy.CheckWellformed__JournalistImpl.Journalist.append.smt2,,0.41
d_fvbkv/Impl-JournalistImpl.i.dfy.CheckWellformed__JournalistImpl.Journalist.canAppend.smt2,,0.41
d_fvbkv/Impl-JournalistImpl.i.dfy.CheckWellformed__JournalistImpl.Journalist.freeze.smt2,,0.41
d_fvbkv/Impl-JournalistImpl.i.dfy.CheckWellformed__JournalistImpl.Journalist.getWrittenJournalLen.smt2,,0.41
d_fvbkv/Impl-JournalistImpl.i.dfy.CheckWellformed__JournalistImpl.Journalist.hasBack.smt2,,0.41
d_fvbkv/Impl-JournalistImpl.i.dfy.CheckWellformed__JournalistImpl.Journalist.hasFront.smt2,,0.41
d_fvbkv/Impl-JournalistImpl.i.dfy.CheckWellformed__JournalistImpl.Journalist.hasFrozenJournal.smt2,,0.41
d_fvbkv/Impl-JournalistImpl.i.dfy.CheckWellformed__JournalistImpl.Journalist.hasInMemoryJournal.smt2,,0.41
d_fvbkv/Impl-JournalistImpl.i.dfy.CheckWellformed__JournalistImpl.Journalist.isReplayEmpty.smt2,,0.41
d_fvbkv/Impl-JournalistImpl.i.dfy.CheckWellformed__JournalistImpl.Journalist.packageFrozenJournal.smt2,,0.41
d_fvbkv/Impl-JournalistImpl.i.dfy.CheckWellformed__JournalistImpl.Journalist.packageInMemoryJournal.smt2,,0.41
d_fvbkv/Impl-JournalistImpl.i.dfy.CheckWellformed__JournalistImpl.Journalist.parseJournals.smt2,,0.41
d_fvbkv/Impl-JournalistImpl.i.dfy.CheckWellformed__JournalistImpl.Journalist.replayJournalPop.smt2,,0.41
d_fvbkv/Impl-JournalistImpl.i.dfy.CheckWellformed__JournalistImpl.Journalist.replayJournalTop.smt2,,0.41
d_fvbkv/Impl-JournalistImpl.i.dfy.CheckWellformed__JournalistImpl.Journalist.setBack.smt2,,0.41
d_fvbkv/Impl-JournalistImpl.i.dfy.CheckWellformed__JournalistImpl.Journalist.setFront.smt2,,0.41
d_fvbkv/Impl-JournalistImpl.i.dfy.CheckWellformed__JournalistImpl.Journalist.setWrittenJournalLen.smt2,,0.41
d_fvbkv/Impl-JournalistImpl.i.dfy.CheckWellformed__JournalistImpl.Journalist.updateWrittenJournalLen.smt2,,0.41
d_fvbkv/Impl-JournalistImpl.i.dfy.Impl__JournalistImpl.Journalist.__ctor.smt2,,0.41
d_fvbkv/Impl-JournalistImpl.i.dfy.Impl__JournalistImpl.Journalist.append.smt2,,0.41
d_fvbkv/Impl-JournalistImpl.i.dfy.Impl__JournalistImpl.Journalist.canAppend.smt2,,0.41
d_fvbkv/Impl-JournalistImpl.i.dfy.Impl__JournalistImpl.Journalist.freeze.smt2,,0.41
d_fvbkv/Impl-JournalistImpl.i.dfy.Impl__JournalistImpl.Journalist.getWrittenJournalLen.smt2,,0.41
d_fvbkv/Impl-JournalistImpl.i.dfy.Impl__JournalistImpl.Journalist.hasBack.smt2,,0.41
d_fvbkv/Impl-JournalistImpl.i.dfy.Impl__JournalistImpl.Journalist.hasFront.smt2,,0.41
d_fvbkv/Impl-JournalistImpl.i.dfy.Impl__JournalistImpl.Journalist.hasFrozenJournal.smt2,,0.41
d_fvbkv/Impl-JournalistImpl.i.dfy.Impl__JournalistImpl.Journalist.hasInMemoryJournal.smt2,,0.41
d_fvbkv/Impl-JournalistImpl.i.dfy.Impl__JournalistImpl.Journalist.isReplayEmpty.smt2,,0.41
d_fvbkv/Impl-JournalistImpl.i.dfy.Impl__JournalistImpl.Journalist.packageFrozenJournal.smt2,,0.41
d_fvbkv/Impl-JournalistImpl.i.dfy.Impl__JournalistImpl.Journalist.packageInMemoryJournal.smt2,,0.41
d_fvbkv/Impl-JournalistImpl.i.dfy.Impl__JournalistImpl.Journalist.parseJournals.smt2,,0.41
d_fvbkv/Impl-JournalistImpl.i.dfy.Impl__JournalistImpl.Journalist.replayJournalPop.smt2,,0.41
d_fvbkv/Impl-JournalistImpl.i.dfy.Impl__JournalistImpl.Journalist.replayJournalTop.smt2,,0.41
d_fvbkv/Impl-JournalistImpl.i.dfy.Impl__JournalistImpl.Journalist.setBack.smt2,,0.41
d_fvbkv/Impl-JournalistImpl.i.dfy.Impl__JournalistImpl.Journalist.setFront.smt2,,0.41
d_fvbkv/Impl-JournalistImpl.i.dfy.Impl__JournalistImpl.Journalist.setWrittenJournalLen.smt2,,0.41
d_fvbkv/Impl-JournalistImpl.i.dfy.Impl__JournalistImpl.Journalist.updateWrittenJournalLen.smt2,,0.41
d_fvbkv/Impl-JournalistMarshallingImpl.i.dfy.CheckWellformed__JournalistMarshallingImpl.__default.FillInChecksums.smt2,,0.47
d_fvbkv/Impl-JournalistMarshallingImpl.i.dfy.CheckWellformed__JournalistMarshallingImpl.__default.MarshallJournalEntries.smt2,,0.47
d_fvbkv/Impl-JournalistMarshallingImpl.i.dfy.CheckWellformed__JournalistMarshallingImpl.__default.Splice.smt2,,0.47
d_fvbkv/Impl-JournalistMarshallingImpl.i.dfy.CheckWellformed__JournalistMarshallingImpl.__default.WriteHeader.smt2,,0.47
d_fvbkv/Impl-JournalistMarshallingImpl.i.dfy.CheckWellformed__JournalistMarshallingImpl.__default.WriteIntOnto.smt2,,0.47
d_fvbkv/Impl-JournalistMarshallingImpl.i.dfy.CheckWellformed__JournalistMarshallingImpl.__default.WriteJournalEntries.smt2,,0.47
d_fvbkv/Impl-JournalistMarshallingImpl.i.dfy.CheckWellformed__JournalistMarshallingImpl.__default.WriteOnto.smt2,,0.47
d_fvbkv/Impl-JournalistMarshallingImpl.i.dfy.Impl__JournalistMarshallingImpl.__default.FillInChecksums.smt2,,0.47
d_fvbkv/Impl-JournalistMarshallingImpl.i.dfy.Impl__JournalistMarshallingImpl.__default.MarshallJournalEntries.smt2,,0.47
d_fvbkv/Impl-JournalistMarshallingImpl.i.dfy.Impl__JournalistMarshallingImpl.__default.Splice.smt2,,0.47
d_fvbkv/Impl-JournalistMarshallingImpl.i.dfy.Impl__JournalistMarshallingImpl.__default.WriteHeader.smt2,,0.47
d_fvbkv/Impl-JournalistMarshallingImpl.i.dfy.Impl__JournalistMarshallingImpl.__default.WriteIntOnto.smt2,,0.47
d_fvbkv/Impl-JournalistMarshallingImpl.i.dfy.Impl__JournalistMarshallingImpl.__default.WriteJournalEntries.smt2,,0.47
d_fvbkv/Impl-JournalistMarshallingImpl.i.dfy.Impl__JournalistMarshallingImpl.__default.WriteOnto.smt2,,0.47
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.CheckWellformed__JournalistMarshallingModel.__default.DropLastCyclicSlice.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.CheckWellformed__JournalistMarshallingModel.__default.cyclicSlice.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.CheckWellformed__JournalistMarshallingModel.__default.fillInChecksums.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.CheckWellformed__JournalistMarshallingModel.__default.fillInChecksumsHasChecksums.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.CheckWellformed__JournalistMarshallingModel.__default.fillInChecksumsPreserves.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.CheckWellformed__JournalistMarshallingModel.__default.hasChecksumAt.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.CheckWellformed__JournalistMarshallingModel.__default.hasChecksums.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.CheckWellformed__JournalistMarshallingModel.__default.hasEntries.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.CheckWellformed__JournalistMarshallingModel.__default.hasEntry.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.CheckWellformed__JournalistMarshallingModel.__default.hasEntryAt.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.CheckWellformed__JournalistMarshallingModel.__default.hasHeader.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.CheckWellformed__JournalistMarshallingModel.__default.hasStuff.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.CheckWellformed__JournalistMarshallingModel.__default.journalRangeFromHasChecksums.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.CheckWellformed__JournalistMarshallingModel.__default.lemma__cyclicRange__popFront__Sum.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.CheckWellformed__JournalistMarshallingModel.__default.lemma__writeJournalEntries.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.CheckWellformed__JournalistMarshallingModel.__default.marshallJournalEntries.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.CheckWellformed__JournalistMarshallingModel.__default.parseEntriesFromHasEntries.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.CheckWellformed__JournalistMarshallingModel.__default.parseEntriesFromHasEntriesI.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.CheckWellformed__JournalistMarshallingModel.__default.parseHeaderFromHasHeader.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.CheckWellformed__JournalistMarshallingModel.__default.parseOfWriteJournalEntries.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.CheckWellformed__JournalistMarshallingModel.__default.parsesFromStuff.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.CheckWellformed__JournalistMarshallingModel.__default.slices__eq.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.CheckWellformed__JournalistMarshallingModel.__default.splice.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.CheckWellformed__JournalistMarshallingModel.__default.splice__get.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.CheckWellformed__JournalistMarshallingModel.__default.withoutChecksums.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.CheckWellformed__JournalistMarshallingModel.__default.withoutChecksumsEq.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.CheckWellformed__JournalistMarshallingModel.__default.writeHeader.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.CheckWellformed__JournalistMarshallingModel.__default.writeIntOnto.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.CheckWellformed__JournalistMarshallingModel.__default.writeIntOntoAgrees.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.CheckWellformed__JournalistMarshallingModel.__default.writeIntOntoMakesSlice.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.CheckWellformed__JournalistMarshallingModel.__default.writeIntOntoPreserves.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.CheckWellformed__JournalistMarshallingModel.__default.writeIntOntoPreservesSlice.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.CheckWellformed__JournalistMarshallingModel.__default.writeJournalEntries.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.CheckWellformed__JournalistMarshallingModel.__default.writeOnto.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.CheckWellformed__JournalistMarshallingModel.__default.writeOntoAgrees.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.CheckWellformed__JournalistMarshallingModel.__default.writeOntoMakesSlice.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.CheckWellformed__JournalistMarshallingModel.__default.writeOntoPreserves.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.CheckWellformed__JournalistMarshallingModel.__default.writeOntoPreservesSlice.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.CheckWellformed__JournalistMarshallingModel.__default.writeOntoResult.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.Impl__JournalistMarshallingModel.__default.DropLastCyclicSlice.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.Impl__JournalistMarshallingModel.__default.fillInChecksumsHasChecksums.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.Impl__JournalistMarshallingModel.__default.fillInChecksumsPreserves.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.Impl__JournalistMarshallingModel.__default.journalRangeFromHasChecksums.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.Impl__JournalistMarshallingModel.__default.lemma__cyclicRange__popFront__Sum.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.Impl__JournalistMarshallingModel.__default.lemma__writeJournalEntries.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.Impl__JournalistMarshallingModel.__default.parseEntriesFromHasEntries.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.Impl__JournalistMarshallingModel.__default.parseEntriesFromHasEntriesI.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.Impl__JournalistMarshallingModel.__default.parseHeaderFromHasHeader.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.Impl__JournalistMarshallingModel.__default.parseOfWriteJournalEntries.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.Impl__JournalistMarshallingModel.__default.parsesFromStuff.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.Impl__JournalistMarshallingModel.__default.slices__eq.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.Impl__JournalistMarshallingModel.__default.withoutChecksumsEq.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.Impl__JournalistMarshallingModel.__default.writeIntOntoMakesSlice.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.Impl__JournalistMarshallingModel.__default.writeIntOntoPreserves.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.Impl__JournalistMarshallingModel.__default.writeIntOntoPreservesSlice.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.Impl__JournalistMarshallingModel.__default.writeOntoMakesSlice.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.Impl__JournalistMarshallingModel.__default.writeOntoPreserves.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.Impl__JournalistMarshallingModel.__default.writeOntoPreservesSlice.smt2,,0.46
d_fvbkv/Impl-JournalistMarshallingModel.i.dfy.Impl__JournalistMarshallingModel.__default.writeOntoResult.smt2,,0.46
d_fvbkv/Impl-JournalistModel.i.dfy.CheckWellformed__JournalistModel.__default.CorrectJournalBlockSizes.smt2,,0.42
d_fvbkv/Impl-JournalistModel.i.dfy.CheckWellformed__JournalistModel.__default.I.smt2,,0.42
d_fvbkv/Impl-JournalistModel.i.dfy.CheckWellformed__JournalistModel.__default.InMemoryJournal.smt2,,0.42
d_fvbkv/Impl-JournalistModel.i.dfy.CheckWellformed__JournalistModel.__default.InMemoryJournalFrozen.smt2,,0.42
d_fvbkv/Impl-JournalistModel.i.dfy.CheckWellformed__JournalistModel.__default.Inv.smt2,,0.42
d_fvbkv/Impl-JournalistModel.i.dfy.CheckWellformed__JournalistModel.__default.Iprivate.smt2,,0.42
d_fvbkv/Impl-JournalistModel.i.dfy.CheckWellformed__JournalistModel.__default.JournalBackRead.smt2,,0.42
d_fvbkv/Impl-JournalistModel.i.dfy.CheckWellformed__JournalistModel.__default.JournalFrontRead.smt2,,0.42
d_fvbkv/Impl-JournalistModel.i.dfy.CheckWellformed__JournalistModel.__default.JournalistConstructor.smt2,,0.42
d_fvbkv/Impl-JournalistModel.i.dfy.CheckWellformed__JournalistModel.__default.MaxPossibleEntries.smt2,,0.42
d_fvbkv/Impl-JournalistModel.i.dfy.CheckWellformed__JournalistModel.__default.ReplayJournal.smt2,,0.42
d_fvbkv/Impl-JournalistModel.i.dfy.CheckWellformed__JournalistModel.__default.WF.smt2,,0.42
d_fvbkv/Impl-JournalistModel.i.dfy.CheckWellformed__JournalistModel.__default.append.smt2,,0.42
d_fvbkv/Impl-JournalistModel.i.dfy.CheckWellformed__JournalistModel.__default.basic__mod.smt2,,0.42
d_fvbkv/Impl-JournalistModel.i.dfy.CheckWellformed__JournalistModel.__default.canAppend.smt2,,0.42
d_fvbkv/Impl-JournalistModel.i.dfy.CheckWellformed__JournalistModel.__default.end.smt2,,0.42
d_fvbkv/Impl-JournalistModel.i.dfy.CheckWellformed__JournalistModel.__default.freeze.smt2,,0.42
d_fvbkv/Impl-JournalistModel.i.dfy.CheckWellformed__JournalistModel.__default.getWrittenJournalLen.smt2,,0.42
d_fvbkv/Impl-JournalistModel.i.dfy.CheckWellformed__JournalistModel.__default.hasBack.smt2,,0.42
d_fvbkv/Impl-JournalistModel.i.dfy.CheckWellformed__JournalistModel.__default.hasFront.smt2,,0.42
d_fvbkv/Impl-JournalistModel.i.dfy.CheckWellformed__JournalistModel.__default.hasFrozenJournal.smt2,,0.42
d_fvbkv/Impl-JournalistModel.i.dfy.CheckWellformed__JournalistModel.__default.hasInMemoryJournal.smt2,,0.42
d_fvbkv/Impl-JournalistModel.i.dfy.CheckWellformed__JournalistModel.__default.isReplayEmpty.smt2,,0.42
d_fvbkv/Impl-JournalistModel.i.dfy.CheckWellformed__JournalistModel.__default.mid.smt2,,0.42
d_fvbkv/Impl-JournalistModel.i.dfy.CheckWellformed__JournalistModel.__default.packageFrozenJournal.smt2,,0.42
d_fvbkv/Impl-JournalistModel.i.dfy.CheckWellformed__JournalistModel.__default.packageInMemoryJournal.smt2,,0.42
d_fvbkv/Impl-JournalistModel.i.dfy.CheckWellformed__JournalistModel.__default.parseJournals.smt2,,0.42
d_fvbkv/Impl-JournalistModel.i.dfy.CheckWellformed__JournalistModel.__default.replayJournalPop.smt2,,0.42
d_fvbkv/Impl-JournalistModel.i.dfy.CheckWellformed__JournalistModel.__default.replayJournalTop.smt2,,0.42
d_fvbkv/Impl-JournalistModel.i.dfy.CheckWellformed__JournalistModel.__default.reveal__I.smt2,,0.42
d_fvbkv/Impl-JournalistModel.i.dfy.CheckWellformed__JournalistModel.__default.setBack.smt2,,0.42
d_fvbkv/Impl-JournalistModel.i.dfy.CheckWellformed__JournalistModel.__default.setFront.smt2,,0.42
d_fvbkv/Impl-JournalistModel.i.dfy.CheckWellformed__JournalistModel.__default.setWrittenJournalLen.smt2,,0.42
d_fvbkv/Impl-JournalistModel.i.dfy.CheckWellformed__JournalistModel.__default.updateWrittenJournalLen.smt2,,0.42
d_fvbkv/Impl-JournalistModel.i.dfy.Impl__JournalistModel.__default.lemma__weight__append.smt2,,0.42
d_fvbkv/Impl-JournalistModel.i.dfy.Impl__JournalistModel.__default.reveal__I.smt2,,0.42
d_fvbkv/Impl-JournalistParsingImpl.i.dfy.CheckWellformed__JournalistParsingImpl.__default.ParseHeader.smt2,,0.08
d_fvbkv/Impl-JournalistParsingImpl.i.dfy.CheckWellformed__JournalistParsingImpl.__default.ParseJournalRange.smt2,,0.08
d_fvbkv/Impl-JournalistParsingImpl.i.dfy.CheckWellformed__JournalistParsingImpl.__default.ParseJournalRangeOfBytes.smt2,,0.08
d_fvbkv/Impl-JournalistParsingImpl.i.dfy.CheckWellformed__JournalistParsingImpl.__default.computeJournalBlockOfByteSeq.smt2,,0.08
d_fvbkv/Impl-JournalistParsingImpl.i.dfy.CheckWellformed__JournalistParsingImpl.__default.computeJournalRangeOfByteSeq.smt2,,0.08
d_fvbkv/Impl-JournalistParsingImpl.i.dfy.CheckWellformed__JournalistParsingImpl.__default.doConcat.smt2,,0.08
d_fvbkv/Impl-JournalistParsingImpl.i.dfy.Impl__JournalistParsingImpl.__default.ParseHeader.smt2,,0.08
d_fvbkv/Impl-JournalistParsingImpl.i.dfy.Impl__JournalistParsingImpl.__default.ParseJournalRange.smt2,,0.08
d_fvbkv/Impl-JournalistParsingImpl.i.dfy.Impl__JournalistParsingImpl.__default.ParseJournalRangeOfBytes.smt2,,0.08
d_fvbkv/Impl-JournalistParsingImpl.i.dfy.Impl__JournalistParsingImpl.__default.computeJournalBlockOfByteSeq.smt2,,0.08
d_fvbkv/Impl-JournalistParsingImpl.i.dfy.Impl__JournalistParsingImpl.__default.computeJournalRangeOfByteSeq.smt2,,0.08
d_fvbkv/Impl-JournalistParsingImpl.i.dfy.Impl__JournalistParsingImpl.__default.doConcat.smt2,,0.08
d_fvbkv/Impl-LeafImpl.i.dfy.CheckWellformed__LeafImpl.__default.repivotLeaf.smt2,,0.12
d_fvbkv/Impl-LeafImpl.i.dfy.Impl__LeafImpl.__default.CopyKey.smt2,,0.12
d_fvbkv/Impl-LeafImpl.i.dfy.Impl__LeafImpl.__default.repivotLeaf.smt2,,0.12
d_fvbkv/Impl-LeafModel.i.dfy.CheckWellformed__LeafModel.__default.repivotLeaf.smt2,,0.14
d_fvbkv/Impl-LeafModel.i.dfy.CheckWellformed__LeafModel.__default.repivotLeafCorrect.smt2,,0.14
d_fvbkv/Impl-LeafModel.i.dfy.Impl__LeafModel.__default.repivotLeafCorrect.smt2,,0.14
d_fvbkv/Impl-Main.s.dfy.CheckWellformed__Main.__default.I.smt2,,0.08
d_fvbkv/Impl-Main.s.dfy.CheckWellformed__Main.__default.InitState.smt2,,0.08
d_fvbkv/Impl-Main.s.dfy.CheckWellformed__Main.__default.Inv.smt2,,0.08
d_fvbkv/Impl-Main.s.dfy.CheckWellformed__Main.__default.SystemI.smt2,,0.08
d_fvbkv/Impl-Main.s.dfy.CheckWellformed__Main.__default.SystemRefinesCrashSafeMapInit.smt2,,0.08
d_fvbkv/Impl-Main.s.dfy.CheckWellformed__Main.__default.SystemRefinesCrashSafeMapNext.smt2,,0.08
d_fvbkv/Impl-Main.s.dfy.CheckWellformed__Main.__default.handleInsert.smt2,,0.08
d_fvbkv/Impl-Main.s.dfy.CheckWellformed__Main.__default.handlePopSync.smt2,,0.08
d_fvbkv/Impl-Main.s.dfy.CheckWellformed__Main.__default.handlePushSync.smt2,,0.08
d_fvbkv/Impl-Main.s.dfy.CheckWellformed__Main.__default.handleQuery.smt2,,0.08
d_fvbkv/Impl-Main.s.dfy.CheckWellformed__Main.__default.handleReadResponse.smt2,,0.08
d_fvbkv/Impl-Main.s.dfy.CheckWellformed__Main.__default.handleSucc.smt2,,0.08
d_fvbkv/Impl-Main.s.dfy.CheckWellformed__Main.__default.handleWriteResponse.smt2,,0.08
d_fvbkv/Impl-Main.s.dfy.Impl__Main.HeapState.__ctor.smt2,,0.08
d_fvbkv/Impl-MainDiskIOHandler.s.dfy.CheckWellformed__MainDiskIOHandler_Compile.DiskIOHandler.initialized.smt2,,0.12
d_fvbkv/Impl-MainDiskIOHandler.s.dfy.CheckWellformed__MainDiskIOHandler_Compile.DiskIOHandler.read.smt2,,0.12
d_fvbkv/Impl-MainDiskIOHandler.s.dfy.CheckWellformed__MainDiskIOHandler_Compile.DiskIOHandler.reservedId2.smt2,,0.12
d_fvbkv/Impl-MainDiskIOHandler.s.dfy.CheckWellformed__MainDiskIOHandler_Compile.DiskIOHandler.write.smt2,,0.12
d_fvbkv/Impl-MainDiskIOHandler.s.dfy.CheckWellformed__MainDiskIOHandler_Compile.DiskIOHandler.write2.smt2,,0.12
d_fvbkv/Impl-MainHandlers.i.dfy.CheckWellformed__MainHandlers.__default.HeapSet.smt2,,0.09
d_fvbkv/Impl-MainHandlers.i.dfy.CheckWellformed__MainHandlers.__default.I.smt2,,0.09
d_fvbkv/Impl-MainHandlers.i.dfy.CheckWellformed__MainHandlers.__default.InitDiskContents.smt2,,0.09
d_fvbkv/Impl-MainHandlers.i.dfy.CheckWellformed__MainHandlers.__default.InitState.smt2,,0.09
d_fvbkv/Impl-MainHandlers.i.dfy.CheckWellformed__MainHandlers.__default.Inv.smt2,,0.09
d_fvbkv/Impl-MainHandlers.i.dfy.CheckWellformed__MainHandlers.__default.SystemI.smt2,,0.09
d_fvbkv/Impl-MainHandlers.i.dfy.CheckWellformed__MainHandlers.__default.SystemIk.smt2,,0.09
d_fvbkv/Impl-MainHandlers.i.dfy.CheckWellformed__MainHandlers.__default.SystemRefinesCrashSafeMapInit.smt2,,0.09
d_fvbkv/Impl-MainHandlers.i.dfy.CheckWellformed__MainHandlers.__default.SystemRefinesCrashSafeMapNext.smt2,,0.09
d_fvbkv/Impl-MainHandlers.i.dfy.CheckWellformed__MainHandlers.__default.handleInsert.smt2,,0.09
d_fvbkv/Impl-MainHandlers.i.dfy.CheckWellformed__MainHandlers.__default.handlePopSync.smt2,,0.09
d_fvbkv/Impl-MainHandlers.i.dfy.CheckWellformed__MainHandlers.__default.handlePushSync.smt2,,0.09
d_fvbkv/Impl-MainHandlers.i.dfy.CheckWellformed__MainHandlers.__default.handleQuery.smt2,,0.09
d_fvbkv/Impl-MainHandlers.i.dfy.CheckWellformed__MainHandlers.__default.handleReadResponse.smt2,,0.09
d_fvbkv/Impl-MainHandlers.i.dfy.CheckWellformed__MainHandlers.__default.handleSucc.smt2,,0.09
d_fvbkv/Impl-MainHandlers.i.dfy.CheckWellformed__MainHandlers.__default.handleWriteResponse.smt2,,0.09
d_fvbkv/Impl-MainHandlers.i.dfy.Impl__MainHandlers.HeapState.__ctor.smt2,,0.09
d_fvbkv/Impl-MainHandlers.i.dfy.Impl__MainHandlers.__default.InitState.smt2,,0.09
d_fvbkv/Impl-MainHandlers.i.dfy.Impl__MainHandlers.__default.InitialStateSatisfiesSystemInit.smt2,,0.09
d_fvbkv/Impl-MainHandlers.i.dfy.Impl__MainHandlers.__default.Mkfs.smt2,,0.09
d_fvbkv/Impl-MainHandlers.i.dfy.Impl__MainHandlers.__default.SystemRefinesCrashSafeMapInit.smt2,,0.09
d_fvbkv/Impl-MainHandlers.i.dfy.Impl__MainHandlers.__default.SystemRefinesCrashSafeMapNext.smt2,,0.09
d_fvbkv/Impl-MainHandlers.i.dfy.Impl__MainHandlers.__default.handleCountAmassAllocations.smt2,,0.09
