benchmark,config,total_time,result,status
queries-ASN1.Spec.TLV-4.smt2,wopass-1010,3.58,unsat,ok
queries-ASN1.Spec.TLV-4.smt2,wopass-1111,3.43,unsat,ok
queries-ASN1.Spec.TLV-4.smt2,wopass-2222,3.57,unsat,ok
queries-ASN1.Spec.TLV-4.smt2,wopass-3333,3.37,unsat,ok
queries-ASN1.Spec.TLV-4.smt2,wopass-4444,3.71,unsat,ok
queries-ASN1.Spec.TLV-4.smt2,wopass-5555,3.73,unsat,ok
queries-ASN1.Spec.TLV-4.smt2,wopass-6666,3.41,unsat,ok
queries-ASN1.Spec.TLV-4.smt2,wopass-7777,3.49,unsat,ok
queries-ASN1.Spec.TLV-4.smt2,wopass-8888,3.39,unsat,ok
queries-ASN1.Spec.TLV-4.smt2,wopass-9999,3.44,unsat,ok
queries-ASN1.Spec.TLV-5.smt2,wopass-1010,2.22,unsat,ok
queries-ASN1.Spec.TLV-5.smt2,wopass-1111,2.19,unsat,ok
queries-ASN1.Spec.TLV-5.smt2,wopass-2222,2.58,unsat,ok
queries-ASN1.Spec.TLV-5.smt2,wopass-3333,2.89,unsat,ok
queries-ASN1.Spec.TLV-5.smt2,wopass-4444,2.41,unsat,ok
queries-ASN1.Spec.TLV-5.smt2,wopass-5555,2.34,unsat,ok
queries-ASN1.Spec.TLV-5.smt2,wopass-6666,2.36,unsat,ok
queries-ASN1.Spec.TLV-5.smt2,wopass-7777,2.41,unsat,ok
queries-ASN1.Spec.TLV-5.smt2,wopass-8888,2.42,unsat,ok
queries-ASN1.Spec.TLV-5.smt2,wopass-9999,2.29,unsat,ok
queries-ASN1.Spec.TLV.smt2,wopass-1010,1.91,unsat,ok
queries-ASN1.Spec.TLV.smt2,wopass-1111,1.76,unsat,ok
queries-ASN1.Spec.TLV.smt2,wopass-2222,1.77,unsat,ok
queries-ASN1.Spec.TLV.smt2,wopass-3333,1.82,unsat,ok
queries-ASN1.Spec.TLV.smt2,wopass-4444,1.87,unsat,ok
queries-ASN1.Spec.TLV.smt2,wopass-5555,1.79,unsat,ok
queries-ASN1.Spec.TLV.smt2,wopass-6666,1.76,unsat,ok
queries-ASN1.Spec.TLV.smt2,wopass-7777,1.85,unsat,ok
queries-ASN1.Spec.TLV.smt2,wopass-8888,1.74,unsat,ok
queries-ASN1.Spec.TLV.smt2,wopass-9999,1.79,unsat,ok
queries-ASN1.Spec.Tag-1.smt2,wopass-1010,1.84,unsat,ok
queries-ASN1.Spec.Tag-1.smt2,wopass-1111,1.79,unsat,ok
queries-ASN1.Spec.Tag-1.smt2,wopass-2222,1.89,unsat,ok
queries-ASN1.Spec.Tag-1.smt2,wopass-3333,1.9,unsat,ok
queries-ASN1.Spec.Tag-1.smt2,wopass-4444,1.83,unsat,ok
queries-ASN1.Spec.Tag-1.smt2,wopass-5555,1.86,unsat,ok
queries-ASN1.Spec.Tag-1.smt2,wopass-6666,1.85,unsat,ok
queries-ASN1.Spec.Tag-1.smt2,wopass-7777,1.77,unsat,ok
queries-ASN1.Spec.Tag-1.smt2,wopass-8888,1.76,unsat,ok
queries-ASN1.Spec.Tag-1.smt2,wopass-9999,1.9,unsat,ok
queries-ASN1.Spec.Tag-10.smt2,wopass-1010,1.66,unsat,ok
queries-ASN1.Spec.Tag-10.smt2,wopass-1111,1.75,unsat,ok
queries-ASN1.Spec.Tag-10.smt2,wopass-2222,1.73,unsat,ok
queries-ASN1.Spec.Tag-10.smt2,wopass-3333,1.64,unsat,ok
queries-ASN1.Spec.Tag-10.smt2,wopass-4444,1.6,unsat,ok
queries-ASN1.Spec.Tag-10.smt2,wopass-5555,1.55,unsat,ok
queries-ASN1.Spec.Tag-10.smt2,wopass-6666,1.59,unsat,ok
queries-ASN1.Spec.Tag-10.smt2,wopass-7777,1.55,unsat,ok
queries-ASN1.Spec.Tag-10.smt2,wopass-8888,1.64,unsat,ok
queries-ASN1.Spec.Tag-10.smt2,wopass-9999,1.61,unsat,ok
queries-ASN1.Spec.Tag-11.smt2,wopass-1010,1.54,unsat,ok
queries-ASN1.Spec.Tag-11.smt2,wopass-1111,1.72,unsat,ok
queries-ASN1.Spec.Tag-11.smt2,wopass-2222,1.62,unsat,ok
queries-ASN1.Spec.Tag-11.smt2,wopass-3333,1.54,unsat,ok
queries-ASN1.Spec.Tag-11.smt2,wopass-4444,1.62,unsat,ok
queries-ASN1.Spec.Tag-11.smt2,wopass-5555,1.55,unsat,ok
queries-ASN1.Spec.Tag-11.smt2,wopass-6666,1.66,unsat,ok
queries-ASN1.Spec.Tag-11.smt2,wopass-7777,1.65,unsat,ok
queries-ASN1.Spec.Tag-11.smt2,wopass-8888,1.63,unsat,ok
queries-ASN1.Spec.Tag-11.smt2,wopass-9999,1.53,unsat,ok
queries-ASN1.Spec.Tag-12.smt2,wopass-1010,1.53,unsat,ok
queries-ASN1.Spec.Tag-12.smt2,wopass-1111,1.68,unsat,ok
queries-ASN1.Spec.Tag-12.smt2,wopass-2222,1.54,unsat,ok
queries-ASN1.Spec.Tag-12.smt2,wopass-3333,1.65,unsat,ok
queries-ASN1.Spec.Tag-12.smt2,wopass-4444,1.57,unsat,ok
queries-ASN1.Spec.Tag-12.smt2,wopass-5555,1.54,unsat,ok
queries-ASN1.Spec.Tag-12.smt2,wopass-6666,1.53,unsat,ok
queries-ASN1.Spec.Tag-12.smt2,wopass-7777,1.64,unsat,ok
queries-ASN1.Spec.Tag-12.smt2,wopass-8888,1.52,unsat,ok
queries-ASN1.Spec.Tag-12.smt2,wopass-9999,1.61,unsat,ok
queries-ASN1.Spec.Tag-13.smt2,wopass-1010,1.74,unsat,ok
queries-ASN1.Spec.Tag-13.smt2,wopass-1111,1.65,unsat,ok
queries-ASN1.Spec.Tag-13.smt2,wopass-2222,1.64,unsat,ok
queries-ASN1.Spec.Tag-13.smt2,wopass-3333,1.7,unsat,ok
queries-ASN1.Spec.Tag-13.smt2,wopass-4444,1.63,unsat,ok
queries-ASN1.Spec.Tag-13.smt2,wopass-5555,1.56,unsat,ok
queries-ASN1.Spec.Tag-13.smt2,wopass-6666,1.54,unsat,ok
queries-ASN1.Spec.Tag-13.smt2,wopass-7777,1.55,unsat,ok
queries-ASN1.Spec.Tag-13.smt2,wopass-8888,1.67,unsat,ok
queries-ASN1.Spec.Tag-13.smt2,wopass-9999,1.67,unsat,ok
queries-ASN1.Spec.Tag-14.smt2,wopass-1010,1.7,unsat,ok
queries-ASN1.Spec.Tag-14.smt2,wopass-1111,1.71,unsat,ok
queries-ASN1.Spec.Tag-14.smt2,wopass-2222,1.65,unsat,ok
queries-ASN1.Spec.Tag-14.smt2,wopass-3333,1.58,unsat,ok
queries-ASN1.Spec.Tag-14.smt2,wopass-4444,1.7,unsat,ok
queries-ASN1.Spec.Tag-14.smt2,wopass-5555,1.67,unsat,ok
queries-ASN1.Spec.Tag-14.smt2,wopass-6666,1.58,unsat,ok
queries-ASN1.Spec.Tag-14.smt2,wopass-7777,1.61,unsat,ok
queries-ASN1.Spec.Tag-14.smt2,wopass-8888,1.63,unsat,ok
queries-ASN1.Spec.Tag-14.smt2,wopass-9999,1.55,unsat,ok
queries-ASN1.Spec.Tag-15.smt2,wopass-1010,1.63,unsat,ok
queries-ASN1.Spec.Tag-15.smt2,wopass-1111,1.72,unsat,ok
queries-ASN1.Spec.Tag-15.smt2,wopass-2222,1.89,unsat,ok
queries-ASN1.Spec.Tag-15.smt2,wopass-3333,1.68,unsat,ok
queries-ASN1.Spec.Tag-15.smt2,wopass-4444,1.82,unsat,ok
queries-ASN1.Spec.Tag-15.smt2,wopass-5555,1.66,unsat,ok
queries-ASN1.Spec.Tag-15.smt2,wopass-6666,1.73,unsat,ok
queries-ASN1.Spec.Tag-15.smt2,wopass-7777,1.73,unsat,ok
queries-ASN1.Spec.Tag-15.smt2,wopass-8888,1.74,unsat,ok
queries-ASN1.Spec.Tag-15.smt2,wopass-9999,1.75,unsat,ok
queries-ASN1.Spec.Tag-16.smt2,wopass-1010,1.55,unsat,ok
queries-ASN1.Spec.Tag-16.smt2,wopass-1111,1.73,unsat,ok
queries-ASN1.Spec.Tag-16.smt2,wopass-2222,1.66,unsat,ok
queries-ASN1.Spec.Tag-16.smt2,wopass-3333,1.56,unsat,ok
queries-ASN1.Spec.Tag-16.smt2,wopass-4444,1.56,unsat,ok
queries-ASN1.Spec.Tag-16.smt2,wopass-5555,1.75,unsat,ok
queries-ASN1.Spec.Tag-16.smt2,wopass-6666,1.68,unsat,ok
queries-ASN1.Spec.Tag-16.smt2,wopass-7777,1.54,unsat,ok
queries-ASN1.Spec.Tag-16.smt2,wopass-8888,1.68,unsat,ok
queries-ASN1.Spec.Tag-16.smt2,wopass-9999,1.69,unsat,ok
queries-ASN1.Spec.Tag-17.smt2,wopass-1010,1.63,unsat,ok
queries-ASN1.Spec.Tag-17.smt2,wopass-1111,1.74,unsat,ok
queries-ASN1.Spec.Tag-17.smt2,wopass-2222,1.74,unsat,ok
queries-ASN1.Spec.Tag-17.smt2,wopass-3333,1.58,unsat,ok
queries-ASN1.Spec.Tag-17.smt2,wopass-4444,1.66,unsat,ok
queries-ASN1.Spec.Tag-17.smt2,wopass-5555,1.65,unsat,ok
queries-ASN1.Spec.Tag-17.smt2,wopass-6666,1.56,unsat,ok
queries-ASN1.Spec.Tag-17.smt2,wopass-7777,1.74,unsat,ok
queries-ASN1.Spec.Tag-17.smt2,wopass-8888,1.56,unsat,ok
queries-ASN1.Spec.Tag-17.smt2,wopass-9999,1.67,unsat,ok
queries-ASN1.Spec.Tag-18.smt2,wopass-1010,1.65,unsat,ok
queries-ASN1.Spec.Tag-18.smt2,wopass-1111,1.59,unsat,ok
queries-ASN1.Spec.Tag-18.smt2,wopass-2222,1.6,unsat,ok
queries-ASN1.Spec.Tag-18.smt2,wopass-3333,1.6,unsat,ok
queries-ASN1.Spec.Tag-18.smt2,wopass-4444,1.67,unsat,ok
queries-ASN1.Spec.Tag-18.smt2,wopass-5555,1.66,unsat,ok
queries-ASN1.Spec.Tag-18.smt2,wopass-6666,1.55,unsat,ok
queries-ASN1.Spec.Tag-18.smt2,wopass-7777,1.64,unsat,ok
queries-ASN1.Spec.Tag-18.smt2,wopass-8888,1.7,unsat,ok
queries-ASN1.Spec.Tag-18.smt2,wopass-9999,1.59,unsat,ok
queries-ASN1.Spec.Tag-2.smt2,wopass-1010,2.24,unsat,ok
queries-ASN1.Spec.Tag-2.smt2,wopass-1111,4.53,unsat,ok
queries-ASN1.Spec.Tag-2.smt2,wopass-2222,3.0,unsat,ok
queries-ASN1.Spec.Tag-2.smt2,wopass-3333,3.74,unsat,ok
queries-ASN1.Spec.Tag-2.smt2,wopass-4444,3.28,unsat,ok
queries-ASN1.Spec.Tag-2.smt2,wopass-5555,2.47,unsat,ok
queries-ASN1.Spec.Tag-2.smt2,wopass-6666,3.66,unsat,ok
queries-ASN1.Spec.Tag-2.smt2,wopass-7777,3.26,unsat,ok
queries-ASN1.Spec.Tag-2.smt2,wopass-8888,2.77,unsat,ok
queries-ASN1.Spec.Tag-2.smt2,wopass-9999,2.75,unsat,ok
queries-ASN1.Spec.Tag-3.smt2,wopass-1010,2.41,unsat,ok
queries-ASN1.Spec.Tag-3.smt2,wopass-1111,,unknown,to
queries-ASN1.Spec.Tag-3.smt2,wopass-2222,2.44,unsat,ok
queries-ASN1.Spec.Tag-3.smt2,wopass-3333,2.52,unsat,ok
queries-ASN1.Spec.Tag-3.smt2,wopass-4444,2.59,unsat,ok
queries-ASN1.Spec.Tag-3.smt2,wopass-5555,2.48,unsat,ok
queries-ASN1.Spec.Tag-3.smt2,wopass-6666,2.37,unsat,ok
queries-ASN1.Spec.Tag-3.smt2,wopass-7777,2.53,unsat,ok
queries-ASN1.Spec.Tag-3.smt2,wopass-8888,2.59,unsat,ok
queries-ASN1.Spec.Tag-3.smt2,wopass-9999,2.3,unsat,ok
queries-ASN1.Spec.Tag-4.smt2,wopass-1010,2.16,unsat,ok
queries-ASN1.Spec.Tag-4.smt2,wopass-1111,2.15,unsat,ok
queries-ASN1.Spec.Tag-4.smt2,wopass-2222,2.3,unsat,ok
queries-ASN1.Spec.Tag-4.smt2,wopass-3333,2.36,unsat,ok
queries-ASN1.Spec.Tag-4.smt2,wopass-4444,2.2,unsat,ok
queries-ASN1.Spec.Tag-4.smt2,wopass-5555,2.3,unsat,ok
queries-ASN1.Spec.Tag-4.smt2,wopass-6666,2.49,unsat,ok
queries-ASN1.Spec.Tag-4.smt2,wopass-7777,2.42,unsat,ok
queries-ASN1.Spec.Tag-4.smt2,wopass-8888,2.46,unsat,ok
queries-ASN1.Spec.Tag-4.smt2,wopass-9999,2.39,unsat,ok
queries-ASN1.Spec.Tag-5.smt2,wopass-1010,2.65,unsat,ok
queries-ASN1.Spec.Tag-5.smt2,wopass-1111,2.66,unsat,ok
queries-ASN1.Spec.Tag-5.smt2,wopass-2222,2.76,unsat,ok
queries-ASN1.Spec.Tag-5.smt2,wopass-3333,2.69,unsat,ok
queries-ASN1.Spec.Tag-5.smt2,wopass-4444,2.87,unsat,ok
queries-ASN1.Spec.Tag-5.smt2,wopass-5555,2.67,unsat,ok
queries-ASN1.Spec.Tag-5.smt2,wopass-6666,2.65,unsat,ok
queries-ASN1.Spec.Tag-5.smt2,wopass-7777,2.58,unsat,ok
queries-ASN1.Spec.Tag-5.smt2,wopass-8888,2.69,unsat,ok
queries-ASN1.Spec.Tag-5.smt2,wopass-9999,2.53,unsat,ok
queries-ASN1.Spec.Tag-6.smt2,wopass-1010,1.55,unsat,ok
queries-ASN1.Spec.Tag-6.smt2,wopass-1111,1.54,unsat,ok
queries-ASN1.Spec.Tag-6.smt2,wopass-2222,1.55,unsat,ok
queries-ASN1.Spec.Tag-6.smt2,wopass-3333,1.55,unsat,ok
queries-ASN1.Spec.Tag-6.smt2,wopass-4444,1.55,unsat,ok
queries-ASN1.Spec.Tag-6.smt2,wopass-5555,1.56,unsat,ok
queries-ASN1.Spec.Tag-6.smt2,wopass-6666,1.57,unsat,ok
queries-ASN1.Spec.Tag-6.smt2,wopass-7777,1.65,unsat,ok
queries-ASN1.Spec.Tag-6.smt2,wopass-8888,1.54,unsat,ok
queries-ASN1.Spec.Tag-6.smt2,wopass-9999,1.62,unsat,ok
queries-ASN1.Spec.Tag-7.smt2,wopass-1010,3.07,unsat,ok
queries-ASN1.Spec.Tag-7.smt2,wopass-1111,3.23,unsat,ok
queries-ASN1.Spec.Tag-7.smt2,wopass-2222,3.35,unsat,ok
queries-ASN1.Spec.Tag-7.smt2,wopass-3333,2.85,unsat,ok
queries-ASN1.Spec.Tag-7.smt2,wopass-4444,3.41,unsat,ok
queries-ASN1.Spec.Tag-7.smt2,wopass-5555,3.74,unsat,ok
queries-ASN1.Spec.Tag-7.smt2,wopass-6666,3.02,unsat,ok
queries-ASN1.Spec.Tag-7.smt2,wopass-7777,3.92,unsat,ok
queries-ASN1.Spec.Tag-7.smt2,wopass-8888,3.18,unsat,ok
queries-ASN1.Spec.Tag-7.smt2,wopass-9999,2.63,unsat,ok
queries-ASN1.Spec.Tag-8.smt2,wopass-1010,1.65,unsat,ok
queries-ASN1.Spec.Tag-8.smt2,wopass-1111,1.65,unsat,ok
queries-ASN1.Spec.Tag-8.smt2,wopass-2222,1.65,unsat,ok
queries-ASN1.Spec.Tag-8.smt2,wopass-3333,1.59,unsat,ok
queries-ASN1.Spec.Tag-8.smt2,wopass-4444,1.54,unsat,ok
queries-ASN1.Spec.Tag-8.smt2,wopass-5555,1.56,unsat,ok
queries-ASN1.Spec.Tag-8.smt2,wopass-6666,1.66,unsat,ok
queries-ASN1.Spec.Tag-8.smt2,wopass-7777,1.55,unsat,ok
queries-ASN1.Spec.Tag-8.smt2,wopass-8888,1.62,unsat,ok
queries-ASN1.Spec.Tag-8.smt2,wopass-9999,1.68,unsat,ok
queries-ASN1.Spec.Tag-9.smt2,wopass-1010,1.61,unsat,ok
queries-ASN1.Spec.Tag-9.smt2,wopass-1111,1.73,unsat,ok
queries-ASN1.Spec.Tag-9.smt2,wopass-2222,1.65,unsat,ok
queries-ASN1.Spec.Tag-9.smt2,wopass-3333,1.66,unsat,ok
queries-ASN1.Spec.Tag-9.smt2,wopass-4444,1.69,unsat,ok
queries-ASN1.Spec.Tag-9.smt2,wopass-5555,1.69,unsat,ok
queries-ASN1.Spec.Tag-9.smt2,wopass-6666,1.54,unsat,ok
queries-ASN1.Spec.Tag-9.smt2,wopass-7777,1.62,unsat,ok
queries-ASN1.Spec.Tag-9.smt2,wopass-8888,1.63,unsat,ok
queries-ASN1.Spec.Tag-9.smt2,wopass-9999,1.54,unsat,ok
queries-ASN1.Spec.Tag.smt2,wopass-1010,1.62,unsat,ok
queries-ASN1.Spec.Tag.smt2,wopass-1111,1.61,unsat,ok
queries-ASN1.Spec.Tag.smt2,wopass-2222,1.6,unsat,ok
queries-ASN1.Spec.Tag.smt2,wopass-3333,1.67,unsat,ok
queries-ASN1.Spec.Tag.smt2,wopass-4444,1.62,unsat,ok
queries-ASN1.Spec.Tag.smt2,wopass-5555,1.6,unsat,ok
queries-ASN1.Spec.Tag.smt2,wopass-6666,1.62,unsat,ok
queries-ASN1.Spec.Tag.smt2,wopass-7777,1.6,unsat,ok
queries-ASN1.Spec.Tag.smt2,wopass-8888,1.64,unsat,ok
queries-ASN1.Spec.Tag.smt2,wopass-9999,1.67,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-1.smt2,wopass-1010,1.75,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-1.smt2,wopass-1111,,unknown,to
queries-ASN1.Spec.Value.BIT_STRING-1.smt2,wopass-2222,1.76,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-1.smt2,wopass-3333,1.81,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-1.smt2,wopass-4444,1.73,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-1.smt2,wopass-5555,1.71,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-1.smt2,wopass-6666,1.74,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-1.smt2,wopass-7777,1.61,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-1.smt2,wopass-8888,1.62,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-1.smt2,wopass-9999,1.74,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-10.smt2,wopass-1010,1.75,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-10.smt2,wopass-1111,1.76,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-10.smt2,wopass-2222,1.6,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-10.smt2,wopass-3333,1.7,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-10.smt2,wopass-4444,1.65,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-10.smt2,wopass-5555,1.62,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-10.smt2,wopass-6666,1.66,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-10.smt2,wopass-7777,1.67,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-10.smt2,wopass-8888,1.63,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-10.smt2,wopass-9999,1.66,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-11.smt2,wopass-1010,2.22,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-11.smt2,wopass-1111,2.19,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-11.smt2,wopass-2222,2.48,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-11.smt2,wopass-3333,2.17,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-11.smt2,wopass-4444,2.37,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-11.smt2,wopass-5555,2.28,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-11.smt2,wopass-6666,2.43,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-11.smt2,wopass-7777,2.37,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-11.smt2,wopass-8888,2.23,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-11.smt2,wopass-9999,2.18,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-12.smt2,wopass-1010,1.69,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-12.smt2,wopass-1111,1.66,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-12.smt2,wopass-2222,1.77,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-12.smt2,wopass-3333,1.61,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-12.smt2,wopass-4444,1.69,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-12.smt2,wopass-5555,1.77,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-12.smt2,wopass-6666,1.69,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-12.smt2,wopass-7777,1.78,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-12.smt2,wopass-8888,1.74,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-12.smt2,wopass-9999,1.65,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-13.smt2,wopass-1010,1.71,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-13.smt2,wopass-1111,1.64,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-13.smt2,wopass-2222,1.66,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-13.smt2,wopass-3333,1.69,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-13.smt2,wopass-4444,1.72,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-13.smt2,wopass-5555,1.71,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-13.smt2,wopass-6666,1.62,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-13.smt2,wopass-7777,1.65,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-13.smt2,wopass-8888,1.77,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-13.smt2,wopass-9999,1.7,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-14.smt2,wopass-1010,1.67,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-14.smt2,wopass-1111,1.67,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-14.smt2,wopass-2222,1.63,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-14.smt2,wopass-3333,1.64,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-14.smt2,wopass-4444,1.69,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-14.smt2,wopass-5555,1.77,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-14.smt2,wopass-6666,1.61,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-14.smt2,wopass-7777,1.66,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-14.smt2,wopass-8888,1.79,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-14.smt2,wopass-9999,1.73,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-15.smt2,wopass-1010,1.62,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-15.smt2,wopass-1111,1.69,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-15.smt2,wopass-2222,1.7,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-15.smt2,wopass-3333,1.72,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-15.smt2,wopass-4444,1.61,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-15.smt2,wopass-5555,1.66,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-15.smt2,wopass-6666,1.64,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-15.smt2,wopass-7777,1.8,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-15.smt2,wopass-8888,1.62,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-15.smt2,wopass-9999,1.65,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-16.smt2,wopass-1010,1.64,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-16.smt2,wopass-1111,1.76,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-16.smt2,wopass-2222,1.76,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-16.smt2,wopass-3333,1.66,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-16.smt2,wopass-4444,1.83,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-16.smt2,wopass-5555,1.71,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-16.smt2,wopass-6666,1.86,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-16.smt2,wopass-7777,1.77,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-16.smt2,wopass-8888,1.89,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-16.smt2,wopass-9999,1.64,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-17.smt2,wopass-1010,1.74,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-17.smt2,wopass-1111,1.63,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-17.smt2,wopass-2222,1.67,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-17.smt2,wopass-3333,1.67,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-17.smt2,wopass-4444,1.78,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-17.smt2,wopass-5555,1.62,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-17.smt2,wopass-6666,1.76,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-17.smt2,wopass-7777,1.74,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-17.smt2,wopass-8888,1.79,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-17.smt2,wopass-9999,1.67,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-18.smt2,wopass-1010,1.64,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-18.smt2,wopass-1111,1.69,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-18.smt2,wopass-2222,1.73,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-18.smt2,wopass-3333,1.71,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-18.smt2,wopass-4444,1.77,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-18.smt2,wopass-5555,1.79,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-18.smt2,wopass-6666,1.72,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-18.smt2,wopass-7777,1.73,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-18.smt2,wopass-8888,1.79,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-18.smt2,wopass-9999,1.74,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-19.smt2,wopass-1010,1.63,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-19.smt2,wopass-1111,1.72,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-19.smt2,wopass-2222,1.78,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-19.smt2,wopass-3333,1.72,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-19.smt2,wopass-4444,1.69,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-19.smt2,wopass-5555,1.62,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-19.smt2,wopass-6666,1.66,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-19.smt2,wopass-7777,1.76,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-19.smt2,wopass-8888,1.75,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-19.smt2,wopass-9999,1.62,unsat,ok
queries-ASN1.Spec.Value.BIT_STRING-2.smt2,wopass-1010,1.63,unsat,ok
