benchmark,config,total_time,result,status
queries-ASN1.Spec.Value.StringCombinator-20.smt2,wopass-1010,1.9,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-20.smt2,wopass-1111,1.88,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-20.smt2,wopass-2222,1.8,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-20.smt2,wopass-3333,,unknown,to
queries-ASN1.Spec.Value.StringCombinator-20.smt2,wopass-4444,1.67,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-20.smt2,wopass-5555,1.77,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-20.smt2,wopass-6666,1.68,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-20.smt2,wopass-7777,1.67,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-20.smt2,wopass-8888,1.72,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-20.smt2,wopass-9999,1.76,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-21.smt2,wopass-1010,1.68,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-21.smt2,wopass-1111,,unknown,to
queries-ASN1.Spec.Value.StringCombinator-21.smt2,wopass-2222,1.68,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-21.smt2,wopass-3333,1.67,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-21.smt2,wopass-4444,1.86,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-21.smt2,wopass-5555,1.77,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-21.smt2,wopass-6666,1.67,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-21.smt2,wopass-7777,1.79,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-21.smt2,wopass-8888,1.77,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-21.smt2,wopass-9999,1.77,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-22.smt2,wopass-1010,1.67,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-22.smt2,wopass-1111,1.7,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-22.smt2,wopass-2222,1.69,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-22.smt2,wopass-3333,1.68,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-22.smt2,wopass-4444,1.71,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-22.smt2,wopass-5555,1.77,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-22.smt2,wopass-6666,1.67,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-22.smt2,wopass-7777,1.74,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-22.smt2,wopass-8888,1.67,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-22.smt2,wopass-9999,1.87,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-23.smt2,wopass-1010,1.78,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-23.smt2,wopass-1111,1.68,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-23.smt2,wopass-2222,1.66,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-23.smt2,wopass-3333,1.85,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-23.smt2,wopass-4444,1.77,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-23.smt2,wopass-5555,1.77,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-23.smt2,wopass-6666,1.67,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-23.smt2,wopass-7777,1.67,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-23.smt2,wopass-8888,1.77,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-23.smt2,wopass-9999,1.73,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-24.smt2,wopass-1010,1.74,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-24.smt2,wopass-1111,1.71,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-24.smt2,wopass-2222,1.67,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-24.smt2,wopass-3333,1.84,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-24.smt2,wopass-4444,1.71,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-24.smt2,wopass-5555,1.68,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-24.smt2,wopass-6666,1.72,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-24.smt2,wopass-7777,1.75,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-24.smt2,wopass-8888,1.86,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-24.smt2,wopass-9999,1.78,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-25.smt2,wopass-1010,1.69,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-25.smt2,wopass-1111,1.77,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-25.smt2,wopass-2222,1.78,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-25.smt2,wopass-3333,1.76,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-25.smt2,wopass-4444,1.72,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-25.smt2,wopass-5555,1.83,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-25.smt2,wopass-6666,1.82,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-25.smt2,wopass-7777,1.68,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-25.smt2,wopass-8888,1.77,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-25.smt2,wopass-9999,1.83,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-26.smt2,wopass-1010,1.88,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-26.smt2,wopass-1111,1.88,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-26.smt2,wopass-2222,1.85,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-26.smt2,wopass-3333,1.79,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-26.smt2,wopass-4444,1.81,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-26.smt2,wopass-5555,1.92,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-26.smt2,wopass-6666,1.91,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-26.smt2,wopass-7777,1.96,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-26.smt2,wopass-8888,1.78,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-26.smt2,wopass-9999,1.87,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-27.smt2,wopass-1010,1.83,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-27.smt2,wopass-1111,1.75,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-27.smt2,wopass-2222,1.8,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-27.smt2,wopass-3333,1.79,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-27.smt2,wopass-4444,1.68,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-27.smt2,wopass-5555,1.83,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-27.smt2,wopass-6666,1.82,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-27.smt2,wopass-7777,1.79,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-27.smt2,wopass-8888,1.72,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-27.smt2,wopass-9999,1.86,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-28.smt2,wopass-1010,1.83,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-28.smt2,wopass-1111,1.84,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-28.smt2,wopass-2222,1.72,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-28.smt2,wopass-3333,1.88,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-28.smt2,wopass-4444,1.83,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-28.smt2,wopass-5555,1.79,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-28.smt2,wopass-6666,1.73,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-28.smt2,wopass-7777,1.66,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-28.smt2,wopass-8888,1.68,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-28.smt2,wopass-9999,1.78,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-29.smt2,wopass-1010,1.94,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-29.smt2,wopass-1111,1.89,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-29.smt2,wopass-2222,1.87,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-29.smt2,wopass-3333,1.83,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-29.smt2,wopass-4444,1.79,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-29.smt2,wopass-5555,1.93,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-29.smt2,wopass-6666,1.89,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-29.smt2,wopass-7777,1.97,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-29.smt2,wopass-8888,1.83,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-29.smt2,wopass-9999,1.84,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-3.smt2,wopass-1010,1.7,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-3.smt2,wopass-1111,1.68,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-3.smt2,wopass-2222,1.67,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-3.smt2,wopass-3333,1.75,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-3.smt2,wopass-4444,1.77,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-3.smt2,wopass-5555,1.86,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-3.smt2,wopass-6666,1.74,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-3.smt2,wopass-7777,1.77,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-3.smt2,wopass-8888,1.87,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-3.smt2,wopass-9999,1.67,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-30.smt2,wopass-1010,1.75,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-30.smt2,wopass-1111,1.76,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-30.smt2,wopass-2222,1.82,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-30.smt2,wopass-3333,1.71,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-30.smt2,wopass-4444,1.78,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-30.smt2,wopass-5555,1.68,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-30.smt2,wopass-6666,1.78,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-30.smt2,wopass-7777,1.83,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-30.smt2,wopass-8888,1.81,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-30.smt2,wopass-9999,1.68,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-31.smt2,wopass-1010,1.77,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-31.smt2,wopass-1111,1.81,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-31.smt2,wopass-2222,1.87,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-31.smt2,wopass-3333,1.84,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-31.smt2,wopass-4444,1.78,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-31.smt2,wopass-5555,1.93,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-31.smt2,wopass-6666,1.92,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-31.smt2,wopass-7777,1.87,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-31.smt2,wopass-8888,1.98,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-31.smt2,wopass-9999,1.94,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-32.smt2,wopass-1010,1.83,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-32.smt2,wopass-1111,1.8,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-32.smt2,wopass-2222,1.69,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-32.smt2,wopass-3333,1.7,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-32.smt2,wopass-4444,1.69,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-32.smt2,wopass-5555,1.79,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-32.smt2,wopass-6666,1.81,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-32.smt2,wopass-7777,1.7,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-32.smt2,wopass-8888,1.7,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-32.smt2,wopass-9999,1.68,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-33.smt2,wopass-1010,1.77,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-33.smt2,wopass-1111,1.68,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-33.smt2,wopass-2222,1.79,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-33.smt2,wopass-3333,1.71,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-33.smt2,wopass-4444,1.8,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-33.smt2,wopass-5555,1.68,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-33.smt2,wopass-6666,1.8,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-33.smt2,wopass-7777,1.67,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-33.smt2,wopass-8888,1.8,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-33.smt2,wopass-9999,1.82,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-34.smt2,wopass-1010,1.78,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-34.smt2,wopass-1111,1.68,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-34.smt2,wopass-2222,1.85,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-34.smt2,wopass-3333,1.79,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-34.smt2,wopass-4444,1.83,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-34.smt2,wopass-5555,1.67,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-34.smt2,wopass-6666,1.68,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-34.smt2,wopass-7777,1.79,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-34.smt2,wopass-8888,1.83,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-34.smt2,wopass-9999,1.82,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-35.smt2,wopass-1010,1.8,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-35.smt2,wopass-1111,1.72,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-35.smt2,wopass-2222,1.72,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-35.smt2,wopass-3333,1.85,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-35.smt2,wopass-4444,1.76,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-35.smt2,wopass-5555,1.72,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-35.smt2,wopass-6666,1.7,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-35.smt2,wopass-7777,1.88,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-35.smt2,wopass-8888,1.71,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-35.smt2,wopass-9999,1.77,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-36.smt2,wopass-1010,1.68,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-36.smt2,wopass-1111,1.87,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-36.smt2,wopass-2222,1.7,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-36.smt2,wopass-3333,1.78,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-36.smt2,wopass-4444,1.72,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-36.smt2,wopass-5555,1.68,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-36.smt2,wopass-6666,1.77,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-36.smt2,wopass-7777,1.8,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-36.smt2,wopass-8888,1.73,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-36.smt2,wopass-9999,1.77,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-37.smt2,wopass-1010,1.72,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-37.smt2,wopass-1111,,unknown,to
queries-ASN1.Spec.Value.StringCombinator-37.smt2,wopass-2222,1.74,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-37.smt2,wopass-3333,1.73,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-37.smt2,wopass-4444,1.96,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-37.smt2,wopass-5555,1.7,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-37.smt2,wopass-6666,1.68,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-37.smt2,wopass-7777,1.85,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-37.smt2,wopass-8888,1.81,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-37.smt2,wopass-9999,1.81,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-38.smt2,wopass-1010,1.79,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-38.smt2,wopass-1111,1.86,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-38.smt2,wopass-2222,1.68,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-38.smt2,wopass-3333,1.78,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-38.smt2,wopass-4444,1.74,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-38.smt2,wopass-5555,1.7,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-38.smt2,wopass-6666,1.82,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-38.smt2,wopass-7777,1.79,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-38.smt2,wopass-8888,1.7,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-38.smt2,wopass-9999,1.87,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-39.smt2,wopass-1010,1.76,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-39.smt2,wopass-1111,1.78,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-39.smt2,wopass-2222,1.76,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-39.smt2,wopass-3333,1.83,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-39.smt2,wopass-4444,1.83,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-39.smt2,wopass-5555,1.8,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-39.smt2,wopass-6666,1.85,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-39.smt2,wopass-7777,1.69,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-39.smt2,wopass-8888,1.76,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-39.smt2,wopass-9999,1.7,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-4.smt2,wopass-1010,1.72,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-4.smt2,wopass-1111,1.9,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-4.smt2,wopass-2222,1.83,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-4.smt2,wopass-3333,1.75,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-4.smt2,wopass-4444,1.68,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-4.smt2,wopass-5555,1.7,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-4.smt2,wopass-6666,1.71,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-4.smt2,wopass-7777,1.68,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-4.smt2,wopass-8888,1.75,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-4.smt2,wopass-9999,1.74,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-40.smt2,wopass-1010,1.87,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-40.smt2,wopass-1111,1.9,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-40.smt2,wopass-2222,1.82,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-40.smt2,wopass-3333,1.7,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-40.smt2,wopass-4444,1.75,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-40.smt2,wopass-5555,1.85,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-40.smt2,wopass-6666,1.69,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-40.smt2,wopass-7777,1.81,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-40.smt2,wopass-8888,1.77,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-40.smt2,wopass-9999,1.81,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-41.smt2,wopass-1010,1.83,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-41.smt2,wopass-1111,1.76,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-41.smt2,wopass-2222,1.7,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-41.smt2,wopass-3333,1.78,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-41.smt2,wopass-4444,1.69,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-41.smt2,wopass-5555,1.81,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-41.smt2,wopass-6666,1.69,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-41.smt2,wopass-7777,1.86,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-41.smt2,wopass-8888,1.92,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-41.smt2,wopass-9999,1.77,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-42.smt2,wopass-1010,1.82,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-42.smt2,wopass-1111,1.94,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-42.smt2,wopass-2222,1.76,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-42.smt2,wopass-3333,1.86,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-42.smt2,wopass-4444,1.84,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-42.smt2,wopass-5555,1.84,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-42.smt2,wopass-6666,1.73,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-42.smt2,wopass-7777,1.82,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-42.smt2,wopass-8888,1.85,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-42.smt2,wopass-9999,1.86,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-43.smt2,wopass-1010,1.71,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-43.smt2,wopass-1111,1.86,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-43.smt2,wopass-2222,1.85,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-43.smt2,wopass-3333,1.72,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-43.smt2,wopass-4444,1.79,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-43.smt2,wopass-5555,1.7,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-43.smt2,wopass-6666,1.69,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-43.smt2,wopass-7777,1.78,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-43.smt2,wopass-8888,1.74,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-43.smt2,wopass-9999,1.87,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-44.smt2,wopass-1010,1.71,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-44.smt2,wopass-1111,1.84,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-44.smt2,wopass-2222,1.72,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-44.smt2,wopass-3333,1.88,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-44.smt2,wopass-4444,1.88,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-44.smt2,wopass-5555,1.73,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-44.smt2,wopass-6666,1.73,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-44.smt2,wopass-7777,1.74,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-44.smt2,wopass-8888,1.75,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-44.smt2,wopass-9999,1.83,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-45.smt2,wopass-1010,1.69,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-45.smt2,wopass-1111,1.81,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-45.smt2,wopass-2222,1.79,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-45.smt2,wopass-3333,1.68,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-45.smt2,wopass-4444,1.68,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-45.smt2,wopass-5555,1.8,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-45.smt2,wopass-6666,1.76,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-45.smt2,wopass-7777,1.8,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-45.smt2,wopass-8888,1.69,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-45.smt2,wopass-9999,1.81,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-46.smt2,wopass-1010,1.72,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-46.smt2,wopass-1111,1.8,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-46.smt2,wopass-2222,1.71,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-46.smt2,wopass-3333,1.73,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-46.smt2,wopass-4444,1.73,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-46.smt2,wopass-5555,1.82,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-46.smt2,wopass-6666,1.73,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-46.smt2,wopass-7777,1.77,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-46.smt2,wopass-8888,1.81,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-46.smt2,wopass-9999,1.81,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-47.smt2,wopass-1010,2.16,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-47.smt2,wopass-1111,2.3,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-47.smt2,wopass-2222,2.16,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-47.smt2,wopass-3333,2.23,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-47.smt2,wopass-4444,2.26,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-47.smt2,wopass-5555,2.19,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-47.smt2,wopass-6666,2.22,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-47.smt2,wopass-7777,2.37,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-47.smt2,wopass-8888,2.36,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-47.smt2,wopass-9999,2.29,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-48.smt2,wopass-1010,1.79,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-48.smt2,wopass-1111,1.82,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-48.smt2,wopass-2222,1.7,unsat,ok
queries-ASN1.Spec.Value.StringCombinator-48.smt2,wopass-3333,1.71,unsat,ok
