benchmark,config,norm_time,total_time,sha256sum,result,status
1438.2.smt2,wpass-1010,0.0,0.38,7cffb41950941aec3ae79f21df9c07dc4f52eabe142d1d2d46506c99c686e249,unsat,ok
1438.2.smt2,wpass-1111,0.0,0.33,7cffb41950941aec3ae79f21df9c07dc4f52eabe142d1d2d46506c99c686e249,unsat,ok
1438.2.smt2,wpass-2222,0.0,0.4,7cffb41950941aec3ae79f21df9c07dc4f52eabe142d1d2d46506c99c686e249,unsat,ok
1438.2.smt2,wpass-3333,0.0,0.36,7cffb41950941aec3ae79f21df9c07dc4f52eabe142d1d2d46506c99c686e249,unsat,ok
1438.2.smt2,wpass-4444,0.0,0.3,7cffb41950941aec3ae79f21df9c07dc4f52eabe142d1d2d46506c99c686e249,unsat,ok
1438.2.smt2,wpass-5555,0.0,0.36,7cffb41950941aec3ae79f21df9c07dc4f52eabe142d1d2d46506c99c686e249,unsat,ok
1438.2.smt2,wpass-6666,0.0,0.31,7cffb41950941aec3ae79f21df9c07dc4f52eabe142d1d2d46506c99c686e249,unsat,ok
1438.2.smt2,wpass-7777,0.0,0.37,7cffb41950941aec3ae79f21df9c07dc4f52eabe142d1d2d46506c99c686e249,unsat,ok
1438.2.smt2,wpass-8888,0.0,0.36,7cffb41950941aec3ae79f21df9c07dc4f52eabe142d1d2d46506c99c686e249,unsat,ok
1438.2.smt2,wpass-9999,0.0,0.37,7cffb41950941aec3ae79f21df9c07dc4f52eabe142d1d2d46506c99c686e249,unsat,ok
1438.3.smt2,wpass-1010,0.001,3.89,723cc09f207f71d37b6be0fe6018377f8d62888f899e5bb9831735ad2f5aab33,unsat,ok
1438.3.smt2,wpass-1111,0.001,3.87,723cc09f207f71d37b6be0fe6018377f8d62888f899e5bb9831735ad2f5aab33,unsat,ok
1438.3.smt2,wpass-2222,0.001,3.91,723cc09f207f71d37b6be0fe6018377f8d62888f899e5bb9831735ad2f5aab33,unsat,ok
1438.3.smt2,wpass-3333,0.001,3.62,723cc09f207f71d37b6be0fe6018377f8d62888f899e5bb9831735ad2f5aab33,unsat,ok
1438.3.smt2,wpass-4444,0.001,3.49,723cc09f207f71d37b6be0fe6018377f8d62888f899e5bb9831735ad2f5aab33,unsat,ok
1438.3.smt2,wpass-5555,0.001,3.81,723cc09f207f71d37b6be0fe6018377f8d62888f899e5bb9831735ad2f5aab33,unsat,ok
1438.3.smt2,wpass-6666,0.001,3.76,723cc09f207f71d37b6be0fe6018377f8d62888f899e5bb9831735ad2f5aab33,unsat,ok
1438.3.smt2,wpass-7777,0.001,4.13,723cc09f207f71d37b6be0fe6018377f8d62888f899e5bb9831735ad2f5aab33,unsat,ok
1438.3.smt2,wpass-8888,0.001,3.56,723cc09f207f71d37b6be0fe6018377f8d62888f899e5bb9831735ad2f5aab33,unsat,ok
1438.3.smt2,wpass-9999,0.001,3.75,723cc09f207f71d37b6be0fe6018377f8d62888f899e5bb9831735ad2f5aab33,unsat,ok
1438.4.smt2,wpass-1010,0.001,2.78,32703935c10a4bb910ce9985a8d32045051d4a9fbd30ee78037ba461d92234a4,unsat,ok
1438.4.smt2,wpass-1111,0.001,2.51,32703935c10a4bb910ce9985a8d32045051d4a9fbd30ee78037ba461d92234a4,unsat,ok
1438.4.smt2,wpass-2222,0.001,2.69,32703935c10a4bb910ce9985a8d32045051d4a9fbd30ee78037ba461d92234a4,unsat,ok
1438.4.smt2,wpass-3333,0.001,2.76,32703935c10a4bb910ce9985a8d32045051d4a9fbd30ee78037ba461d92234a4,unsat,ok
1438.4.smt2,wpass-4444,0.001,3.05,32703935c10a4bb910ce9985a8d32045051d4a9fbd30ee78037ba461d92234a4,unsat,ok
1438.4.smt2,wpass-5555,0.001,2.87,32703935c10a4bb910ce9985a8d32045051d4a9fbd30ee78037ba461d92234a4,unsat,ok
1438.4.smt2,wpass-6666,0.001,3.06,32703935c10a4bb910ce9985a8d32045051d4a9fbd30ee78037ba461d92234a4,unsat,ok
1438.4.smt2,wpass-7777,0.001,2.65,32703935c10a4bb910ce9985a8d32045051d4a9fbd30ee78037ba461d92234a4,unsat,ok
1438.4.smt2,wpass-8888,0.001,2.73,32703935c10a4bb910ce9985a8d32045051d4a9fbd30ee78037ba461d92234a4,unsat,ok
